State,Sex,Age group,COVID-19 Deaths,Pneumonia and COVID-19 Deaths
Tennessee,Male,30-49 years,96,40
Tennessee,Male,35-44 years,44,20
Tennessee,Male,45-54 years,90,43
Tennessee,Male,50-64 years,316,177
Tennessee,Male,55-64 years,266,150
Tennessee,Male,65-74 years,424,228
Tennessee,Male,75-84 years,514,268
Tennessee,Male,85 years and over,303,158
Tennessee,Female,All Ages,1300,608
Tennessee,Female,Under 1 year,0,0
Tennessee,Female,0-17 years,0,0
Tennessee,Female,1-4 years,0,0
Tennessee,Female,5-14 years,0,0
Tennessee,Female,15-24 years,0,0
Tennessee,Female,18-29 years,0,0
Tennessee,Female,25-34 years,0,0
Tennessee,Female,30-49 years,54,29
Tennessee,Female,35-44 years,22,15
Tennessee,Female,45-54 years,61,30
Tennessee,Female,50-64 years,214,130
Tennessee,Female,55-64 years,181,112
Tennessee,Female,65-74 years,305,145
Tennessee,Female,75-84 years,356,168
Tennessee,Female,85 years and over,363,136
Tennessee,Unknown,All Ages,0,0
Tennessee,Unknown,Under 1 year,0,0
Tennessee,Unknown,0-17 years,0,0
Tennessee,Unknown,1-4 years,0,0
Tennessee,Unknown,5-14 years,0,0
Tennessee,Unknown,15-24 years,0,0
Tennessee,Unknown,18-29 years,0,0
Tennessee,Unknown,25-34 years,0,0
Tennessee,Unknown,30-49 years,0,0
Tennessee,Unknown,35-44 years,0,0
Tennessee,Unknown,45-54 years,0,0
Tennessee,Unknown,50-64 years,0,0
Tennessee,Unknown,55-64 years,0,0
Tennessee,Unknown,65-74 years,0,0
Tennessee,Unknown,75-84 years,0,0
Tennessee,Unknown,85 years and over,0,0
Texas,All Sexes,All Ages,17706,9087
Texas,Male,All Ages,10295,5320
Texas,Male,Under 1 year,0,0
Texas,Male,0-17 years,13,0
Texas,Male,1-4 years,0,0
Texas,Male,5-14 years,0,0
Texas,Male,15-24 years,25,10
Texas,Male,18-29 years,79,35
Texas,Male,25-34 years,153,72
Texas,Male,30-49 years,882,398
Texas,Male,35-44 years,372,172
Texas,Male,45-54 years,1009,475
Texas,Male,50-64 years,2518,1267
Texas,Male,55-64 years,1923,971
Texas,Male,65-74 years,2656,1460
Texas,Male,75-84 years,2523,1339
Texas,Male,85 years and over,1624,819
Texas,Female,All Ages,7411,3767
Texas,Female,Under 1 year,0,0
Texas,Female,0-17 years,11,0
Texas,Female,1-4 years,0,0
Texas,Female,5-14 years,0,0
Texas,Female,15-24 years,21,0
Texas,Female,18-29 years,43,19
Texas,Female,25-34 years,64,26
Texas,Female,30-49 years,421,206
Texas,Female,35-44 years,205,96
Texas,Female,45-54 years,482,255
Texas,Female,50-64 years,1358,743
Texas,Female,55-64 years,1056,586
Texas,Female,65-74 years,1691,904
Texas,Female,75-84 years,1824,960
Texas,Female,85 years and over,2063,932
Texas,Unknown,All Ages,0,0
Texas,Unknown,Under 1 year,0,0
Texas,Unknown,0-17 years,0,0
Texas,Unknown,1-4 years,0,0
Texas,Unknown,5-14 years,0,0
Texas,Unknown,15-24 years,0,0
Texas,Unknown,18-29 years,0,0
Texas,Unknown,25-34 years,0,0
Texas,Unknown,30-49 years,0,0
Texas,Unknown,35-44 years,0,0
Texas,Unknown,45-54 years,0,0
Texas,Unknown,50-64 years,0,0
Texas,Unknown,55-64 years,0,0
Texas,Unknown,65-74 years,0,0
Texas,Unknown,75-84 years,0,0
Texas,Unknown,85 years and over,0,0
Utah,All Sexes,All Ages,582,223
Utah,Male,All Ages,358,149
Utah,Male,Under 1 year,0,0
Utah,Male,0-17 years,0,0
Utah,Male,1-4 years,0,0
Utah,Male,5-14 years,0,0
Utah,Male,15-24 years,0,0
Utah,Male,18-29 years,0,0
Utah,Male,25-34 years,0,0
Utah,Male,30-49 years,24,0
Utah,Male,35-44 years,12,0
Utah,Male,45-54 years,26,13
Utah,Male,50-64 years,73,38
Utah,Male,55-64 years,57,29
Utah,Male,65-74 years,86,46
Utah,Male,75-84 years,101,37
Utah,Male,85 years and over,71,19
Utah,Female,All Ages,224,74
Utah,Female,Under 1 year,0,0
Utah,Female,0-17 years,0,0
Utah,Female,1-4 years,0,0
Utah,Female,5-14 years,0,0
Utah,Female,15-24 years,0,0
Utah,Female,18-29 years,0,0
Utah,Female,25-34 years,0,0
Utah,Female,30-49 years,13,0
Utah,Female,35-44 years,0,0
Utah,Female,45-54 years,12,0
Utah,Female,50-64 years,29,10
Utah,Female,55-64 years,22,0
Utah,Female,65-74 years,50,25
Utah,Female,75-84 years,55,19
Utah,Female,85 years and over,76,17
Utah,Unknown,All Ages,0,0
Utah,Unknown,Under 1 year,0,0
Utah,Unknown,0-17 years,0,0
Utah,Unknown,1-4 years,0,0
Utah,Unknown,5-14 years,0,0
Utah,Unknown,15-24 years,0,0
Utah,Unknown,18-29 years,0,0
Utah,Unknown,25-34 years,0,0
Utah,Unknown,30-49 years,0,0
Utah,Unknown,35-44 years,0,0
Utah,Unknown,45-54 years,0,0
Utah,Unknown,50-64 years,0,0
Utah,Unknown,55-64 years,0,0
Utah,Unknown,65-74 years,0,0
Utah,Unknown,75-84 years,0,0
Utah,Unknown,85 years and over,0,0
Vermont,All Sexes,All Ages,62,15
Vermont,Male,All Ages,36,12
Vermont,Male,Under 1 year,0,0
Vermont,Male,0-17 years,0,0
Vermont,Male,1-4 years,0,0
Vermont,Male,5-14 years,0,0
Vermont,Male,15-24 years,0,0
Vermont,Male,18-29 years,0,0
Vermont,Male,25-34 years,0,0
Vermont,Male,30-49 years,0,0
Vermont,Male,35-44 years,0,0
Vermont,Male,45-54 years,0,0
Vermont,Male,50-64 years,0,0
Vermont,Male,55-64 years,0,0
Vermont,Male,65-74 years,0,0
Vermont,Male,75-84 years,16,0
Vermont,Male,85 years and over,0,0
Vermont,Female,All Ages,26,0
Vermont,Female,Under 1 year,0,0
Vermont,Female,0-17 years,0,0
Vermont,Female,1-4 years,0,0
Vermont,Female,5-14 years,0,0
Vermont,Female,15-24 years,0,0
Vermont,Female,18-29 years,0,0
Vermont,Female,25-34 years,0,0
Vermont,Female,30-49 years,0,0
Vermont,Female,35-44 years,0,0
Vermont,Female,45-54 years,0,0
Vermont,Female,50-64 years,0,0
Vermont,Female,55-64 years,0,0
Vermont,Female,65-74 years,0,0
Vermont,Female,75-84 years,0,0
Vermont,Female,85 years and over,12,0
Vermont,Unknown,All Ages,0,0
Vermont,Unknown,Under 1 year,0,0
Vermont,Unknown,0-17 years,0,0
Vermont,Unknown,1-4 years,0,0
Vermont,Unknown,5-14 years,0,0
Vermont,Unknown,15-24 years,0,0
Vermont,Unknown,18-29 years,0,0
Vermont,Unknown,25-34 years,0,0
Vermont,Unknown,30-49 years,0,0
Vermont,Unknown,35-44 years,0,0
Vermont,Unknown,45-54 years,0,0
Vermont,Unknown,50-64 years,0,0
Vermont,Unknown,55-64 years,0,0
Vermont,Unknown,65-74 years,0,0
Vermont,Unknown,75-84 years,0,0
Vermont,Unknown,85 years and over,0,0
Virginia,All Sexes,All Ages,3466,1263
Virginia,Male,All Ages,1771,710
Virginia,Male,Under 1 year,0,0
Virginia,Male,0-17 years,0,0
Virginia,Male,1-4 years,0,0
Virginia,Male,5-14 years,0,0
Virginia,Male,15-24 years,0,0
Virginia,Male,18-29 years,0,0
Virginia,Male,25-34 years,0,0
Virginia,Male,30-49 years,81,35
Virginia,Male,35-44 years,30,11
Virginia,Male,45-54 years,99,45
Virginia,Male,50-64 years,317,152
Virginia,Male,55-64 years,262,128
Virginia,Male,65-74 years,417,181
Virginia,Male,75-84 years,504,201
Virginia,Male,85 years and over,446,138
Virginia,Female,All Ages,1694,552
Virginia,Female,Under 1 year,0,0
Virginia,Female,0-17 years,0,0
Virginia,Female,1-4 years,0,0
Virginia,Female,5-14 years,0,0
Virginia,Female,15-24 years,0,0
Virginia,Female,18-29 years,0,0
Virginia,Female,25-34 years,0,0
Virginia,Female,30-49 years,47,16
Virginia,Female,35-44 years,24,11
Virginia,Female,45-54 years,56,20
Virginia,Female,50-64 years,170,81
Virginia,Female,55-64 years,131,63
Virginia,Female,65-74 years,301,129
Virginia,Female,75-84 years,439,146
Virginia,Female,85 years and over,735,178
Virginia,Unknown,All Ages,0,0
Virginia,Unknown,Under 1 year,0,0
Virginia,Unknown,0-17 years,0,0
Virginia,Unknown,1-4 years,0,0
Virginia,Unknown,5-14 years,0,0
Virginia,Unknown,15-24 years,0,0
Virginia,Unknown,18-29 years,0,0
Virginia,Unknown,25-34 years,0,0
Virginia,Unknown,30-49 years,0,0
Virginia,Unknown,35-44 years,0,0
Virginia,Unknown,45-54 years,0,0
Virginia,Unknown,50-64 years,0,0
Virginia,Unknown,55-64 years,0,0
Virginia,Unknown,65-74 years,0,0
Virginia,Unknown,75-84 years,0,0
Virginia,Unknown,85 years and over,0,0
Washington,All Sexes,All Ages,2056,1062
Washington,Male,All Ages,1136,617
Washington,Male,Under 1 year,0,0
Washington,Male,0-17 years,0,0
Washington,Male,1-4 years,0,0
Washington,Male,5-14 years,0,0
Washington,Male,15-24 years,0,0
Washington,Male,18-29 years,0,0
Washington,Male,25-34 years,0,0
Washington,Male,30-49 years,50,26
Washington,Male,35-44 years,25,10
Washington,Male,45-54 years,54,28
Washington,Male,50-64 years,172,100
Washington,Male,55-64 years,140,86
Washington,Male,65-74 years,242,130
Washington,Male,75-84 years,310,168
Washington,Male,85 years and over,355,188
Washington,Female,All Ages,920,445
Washington,Female,Under 1 year,0,0
Washington,Female,0-17 years,0,0
Washington,Female,1-4 years,0,0
Washington,Female,5-14 years,0,0
Washington,Female,15-24 years,0,0
Washington,Female,18-29 years,0,0
Washington,Female,25-34 years,0,0
Washington,Female,30-49 years,20,14
Washington,Female,35-44 years,10,0
Washington,Female,45-54 years,29,18
Washington,Female,50-64 years,90,48
Washington,Female,55-64 years,71,39
Washington,Female,65-74 years,167,94
Washington,Female,75-84 years,245,133
Washington,Female,85 years and over,396,155
Washington,Unknown,All Ages,0,0
Washington,Unknown,Under 1 year,0,0
Washington,Unknown,0-17 years,0,0
Washington,Unknown,1-4 years,0,0
Washington,Unknown,5-14 years,0,0
Washington,Unknown,15-24 years,0,0
Washington,Unknown,18-29 years,0,0
Washington,Unknown,25-34 years,0,0
Washington,Unknown,30-49 years,0,0
Washington,Unknown,35-44 years,0,0
Washington,Unknown,45-54 years,0,0
Washington,Unknown,50-64 years,0,0
Washington,Unknown,55-64 years,0,0
Washington,Unknown,65-74 years,0,0
Washington,Unknown,75-84 years,0,0
Washington,Unknown,85 years and over,0,0
West Virginia,All Sexes,All Ages,352,130
West Virginia,Male,All Ages,161,71
West Virginia,Male,Under 1 year,0,0
West Virginia,Male,0-17 years,0,0
West Virginia,Male,1-4 years,0,0
West Virginia,Male,5-14 years,0,0
West Virginia,Male,15-24 years,0,0
West Virginia,Male,18-29 years,0,0
West Virginia,Male,25-34 years,0,0
West Virginia,Male,30-49 years,0,0
West Virginia,Male,35-44 years,0,0
West Virginia,Male,45-54 years,0,0
West Virginia,Male,50-64 years,14,0
West Virginia,Male,55-64 years,11,0
West Virginia,Male,65-74 years,49,22
West Virginia,Male,75-84 years,54,28
West Virginia,Male,85 years and over,43,15
West Virginia,Female,All Ages,190,59
West Virginia,Female,Under 1 year,0,0
West Virginia,Female,0-17 years,0,0
West Virginia,Female,1-4 years,0,0
West Virginia,Female,5-14 years,0,0
West Virginia,Female,15-24 years,0,0
West Virginia,Female,18-29 years,0,0
West Virginia,Female,25-34 years,0,0
West Virginia,Female,30-49 years,0,0
West Virginia,Female,35-44 years,0,0
West Virginia,Female,45-54 years,0,0
West Virginia,Female,50-64 years,17,0
West Virginia,Female,55-64 years,13,0
West Virginia,Female,65-74 years,49,22
West Virginia,Female,75-84 years,49,16
West Virginia,Female,85 years and over,68,19
West Virginia,Unknown,All Ages,0,0
West Virginia,Unknown,Under 1 year,0,0
West Virginia,Unknown,0-17 years,0,0
West Virginia,Unknown,1-4 years,0,0
West Virginia,Unknown,5-14 years,0,0
West Virginia,Unknown,15-24 years,0,0
West Virginia,Unknown,18-29 years,0,0
West Virginia,Unknown,25-34 years,0,0
West Virginia,Unknown,30-49 years,0,0
West Virginia,Unknown,35-44 years,0,0
West Virginia,Unknown,45-54 years,0,0
West Virginia,Unknown,50-64 years,0,0
West Virginia,Unknown,55-64 years,0,0
West Virginia,Unknown,65-74 years,0,0
West Virginia,Unknown,75-84 years,0,0
West Virginia,Unknown,85 years and over,0,0
Wisconsin,All Sexes,All Ages,1675,431
Wisconsin,Male,All Ages,926,268
Wisconsin,Male,Under 1 year,0,0
Wisconsin,Male,0-17 years,0,0
Wisconsin,Male,1-4 years,0,0
Wisconsin,Male,5-14 years,0,0
Wisconsin,Male,15-24 years,0,0
Wisconsin,Male,18-29 years,0,0
Wisconsin,Male,25-34 years,0,0
Wisconsin,Male,30-49 years,44,0
Wisconsin,Male,35-44 years,17,0
Wisconsin,Male,45-54 years,50,10
Wisconsin,Male,50-64 years,137,29
Wisconsin,Male,55-64 years,109,22
Wisconsin,Male,65-74 years,212,63
Wisconsin,Male,75-84 years,271,81
Wisconsin,Male,85 years and over,254,88
Wisconsin,Female,All Ages,749,163
Wisconsin,Female,Under 1 year,0,0
Wisconsin,Female,0-17 years,0,0
Wisconsin,Female,1-4 years,0,0
Wisconsin,Female,5-14 years,0,0
Wisconsin,Female,15-24 years,0,0
Wisconsin,Female,18-29 years,0,0
Wisconsin,Female,25-34 years,0,0
Wisconsin,Female,30-49 years,21,0
Wisconsin,Female,35-44 years,0,0
Wisconsin,Female,45-54 years,31,0
Wisconsin,Female,50-64 years,88,18
Wisconsin,Female,55-64 years,68,17
Wisconsin,Female,65-74 years,139,37
Wisconsin,Female,75-84 years,196,46
Wisconsin,Female,85 years and over,300,57
Wisconsin,Unknown,All Ages,0,0
Wisconsin,Unknown,Under 1 year,0,0
Wisconsin,Unknown,0-17 years,0,0
Wisconsin,Unknown,1-4 years,0,0
Wisconsin,Unknown,5-14 years,0,0
Wisconsin,Unknown,15-24 years,0,0
Wisconsin,Unknown,18-29 years,0,0
Wisconsin,Unknown,25-34 years,0,0
Wisconsin,Unknown,30-49 years,0,0
Wisconsin,Unknown,35-44 years,0,0
Wisconsin,Unknown,45-54 years,0,0
Wisconsin,Unknown,50-64 years,0,0
Wisconsin,Unknown,55-64 years,0,0
Wisconsin,Unknown,65-74 years,0,0
Wisconsin,Unknown,75-84 years,0,0
Wisconsin,Unknown,85 years and over,0,0
Wyoming,All Sexes,All Ages,59,23
Wyoming,Male,All Ages,32,16
Wyoming,Male,Under 1 year,0,0
Wyoming,Male,0-17 years,0,0
Wyoming,Male,1-4 years,0,0
Wyoming,Male,5-14 years,0,0
Wyoming,Male,15-24 years,0,0
Wyoming,Male,18-29 years,0,0
Wyoming,Male,25-34 years,0,0
Wyoming,Male,30-49 years,0,0
Wyoming,Male,35-44 years,0,0
Wyoming,Male,45-54 years,0,0
Wyoming,Male,50-64 years,0,0
Wyoming,Male,55-64 years,0,0
Wyoming,Male,65-74 years,0,0
Wyoming,Male,75-84 years,13,0
Wyoming,Male,85 years and over,0,0
Wyoming,Female,All Ages,27,0
Wyoming,Female,Under 1 year,0,0
Wyoming,Female,0-17 years,0,0
Wyoming,Female,1-4 years,0,0
Wyoming,Female,5-14 years,0,0
Wyoming,Female,15-24 years,0,0
Wyoming,Female,18-29 years,0,0
Wyoming,Female,25-34 years,0,0
Wyoming,Female,30-49 years,0,0
Wyoming,Female,35-44 years,0,0
Wyoming,Female,45-54 years,0,0
Wyoming,Female,50-64 years,0,0
Wyoming,Female,55-64 years,0,0
Wyoming,Female,65-74 years,0,0
Wyoming,Female,75-84 years,0,0
Wyoming,Female,85 years and over,0,0
Wyoming,Unknown,All Ages,0,0
Wyoming,Unknown,Under 1 year,0,0
Wyoming,Unknown,0-17 years,0,0
Wyoming,Unknown,1-4 years,0,0
Wyoming,Unknown,5-14 years,0,0
Wyoming,Unknown,15-24 years,0,0
Wyoming,Unknown,18-29 years,0,0
Wyoming,Unknown,25-34 years,0,0
Wyoming,Unknown,30-49 years,0,0
Wyoming,Unknown,35-44 years,0,0
Wyoming,Unknown,45-54 years,0,0
Wyoming,Unknown,50-64 years,0,0
Wyoming,Unknown,55-64 years,0,0
Wyoming,Unknown,65-74 years,0,0
Wyoming,Unknown,75-84 years,0,0
Wyoming,Unknown,85 years and over,0,0
Puerto Rico,All Sexes,All Ages,709,448
Puerto Rico,Male,All Ages,420,270
Puerto Rico,Male,Under 1 year,0,0
Puerto Rico,Male,0-17 years,0,0
Puerto Rico,Male,1-4 years,0,0
Puerto Rico,Male,5-14 years,0,0
Puerto Rico,Male,15-24 years,0,0
Puerto Rico,Male,18-29 years,0,0
Puerto Rico,Male,25-34 years,0,0
Puerto Rico,Male,30-49 years,35,24
Puerto Rico,Male,35-44 years,16,12
Puerto Rico,Male,45-54 years,34,18
Puerto Rico,Male,50-64 years,79,45
Puerto Rico,Male,55-64 years,59,35
Puerto Rico,Male,65-74 years,119,78
Puerto Rico,Male,75-84 years,116,79
Puerto Rico,Male,85 years and over,67,41
Puerto Rico,Female,All Ages,289,178
Puerto Rico,Female,Under 1 year,0,0
Puerto Rico,Female,0-17 years,0,0
Puerto Rico,Female,1-4 years,0,0
Puerto Rico,Female,5-14 years,0,0
Puerto Rico,Female,15-24 years,0,0
Puerto Rico,Female,18-29 years,0,0
Puerto Rico,Female,25-34 years,0,0
Puerto Rico,Female,30-49 years,0,0
Puerto Rico,Female,35-44 years,0,0
Puerto Rico,Female,45-54 years,19,10
Puerto Rico,Female,50-64 years,59,42
Puerto Rico,Female,55-64 years,45,35
Puerto Rico,Female,65-74 years,64,41
Puerto Rico,Female,75-84 years,75,44
Puerto Rico,Female,85 years and over,76,44
Puerto Rico,Unknown,All Ages,0,0
Puerto Rico,Unknown,Under 1 year,0,0
Puerto Rico,Unknown,0-17 years,0,0
Puerto Rico,Unknown,1-4 years,0,0
Puerto Rico,Unknown,5-14 years,0,0
Puerto Rico,Unknown,15-24 years,0,0
Puerto Rico,Unknown,18-29 years,0,0
Puerto Rico,Unknown,25-34 years,0,0
Puerto Rico,Unknown,30-49 years,0,0
Puerto Rico,Unknown,35-44 years,0,0
Puerto Rico,Unknown,45-54 years,0,0
Puerto Rico,Unknown,50-64 years,0,0
Puerto Rico,Unknown,55-64 years,0,0
Puerto Rico,Unknown,65-74 years,0,0
Puerto Rico,Unknown,75-84 years,0,0
Puerto Rico,Unknown,85 years and over,0,0
